entity name,remitter_value,beneficiary_value,remitter_share_%,beneficiary_share_%
the gokak urban cooperative credit bank,3.5765382,2.5484587,8.55E-06,6.09E-06
mangal cooperative bank ltd mumbai,3.576219243,10.66838076,8.55E-06,2.55E-05
patan urban coop bank,3.565836132,3.7597462,8.52E-06,8.98E-06
raiganj central co operative,3.552781401,9.437318261,8.49E-06,2.26E-05
the urban cooperative bank ltd perinthalmana,3.5339956,8.6298868,8.45E-06,2.06E-05
porbandar commercial coop bank,3.530430446,6.35532685,8.44E-06,1.52E-05
hindon mercantile,3.520662,687.9004417,8.41E-06,0.001643933
the nalgonda district cooperative central bankltd,3.488297513,2.0744677,8.34E-06,4.96E-06
nasik zila mahila sahakari bank,3.44890904,5.1197303,8.24E-06,1.22E-05
shri shantappanna miraji urban coop bank,3.410094015,0.8180041,8.15E-06,1.95E-06
bantra coop bank,3.385720555,4.652261211,8.09E-06,1.11E-05
the shahada peoples co op bank ltd shahada,3.372054852,10.43440159,8.06E-06,2.49E-05
the maharaja cooperative urban bank,3.36322441,3.535268,8.04E-06,8.45E-06
yeshwant urban co op bank ltd udgir,3.340810706,2.3831278,7.98E-06,5.70E-06
the tirupati cooperative banklimited,3.325922,4.2018352,7.95E-06,1.00E-05
shree morbi nagrik sahakari bank,3.3232133,1.9288315,7.94E-06,4.61E-06
the udgir urban co operative bank ltd udgir,3.3116321,1.942346409,7.91E-06,4.64E-06
sri kannikaparameshwari co op bank,3.281749765,4.3181797,7.84E-06,1.03E-05
the mugberia central co op bank,3.254183907,3.409083525,7.78E-06,8.15E-06
the chittorgarh kendriya sahakari bank,3.236880965,5.51091275,7.74E-06,1.32E-05
kohinoor sahakari bank ltd ichalkaranji,3.235455412,4.0920174,7.73E-06,9.78E-06
sihor mercantile coopbank,3.22447514,2.263019958,7.71E-06,5.41E-06
the vijapur nagrik sahakari abank ltdvijapur,3.1896108,2.196402491,7.62E-06,5.25E-06
jain coop bank,3.185861627,4.905450456,7.61E-06,1.17E-05
dahanu road janata coop bank,3.138011403,7.0050423,7.50E-06,1.67E-05
the yamuna nagar central cooperative bank,3.136761171,2.61848433,7.50E-06,6.26E-06
northern railway multi state primary coop,3.082914114,2.619900069,7.37E-06,6.26E-06
the gauhati coop,3.0811587,7.581904751,7.36E-06,1.81E-05
the lunawada nagrik sahakari bank ltdlunawada,3.048607367,1.5873156,7.29E-06,3.79E-06
the ambika mahila sahakari bank,3.0242427,2.521002156,7.23E-06,6.02E-06
bankura district central cooperative bank,3.017867779,6.869881884,7.21E-06,1.64E-05
niphad urban coop bank ltd niphad,3.010495531,1.5764912,7.19E-06,3.77E-06
the mehmadabad urban peoples co op bank,2.941652011,2.5337851,7.03E-06,6.06E-06
the sivagangai district central co op bank,2.924063327,6.164387118,6.99E-06,1.47E-05
the balusseri cooperative urban bank ltd noll,2.889678,2.0169395,6.91E-06,4.82E-06
the district co op central bank ltd srikakulam,2.887415853,0.175485299,6.90E-06,4.19E-07
padmavathi cooperative urban,2.8786677,3.0646702,6.88E-06,7.32E-06
the chanasma nagrik sahakari bank,2.864264018,6.089572131,6.84E-06,1.46E-05
the accountant general office employees cooperativebank,2.8254858,1.299605,6.75E-06,3.11E-06
sikkim state co operative,2.8244196,12.4044243,6.75E-06,2.96E-05
the chandwad merchants co op bank,2.8084975,4.427938244,6.71E-06,1.06E-05
darjeeling district central cooperative bank,2.806940033,2.3320932,6.71E-06,5.57E-06
mobilepe fintech private,2.8044464,1.6762408,6.70E-06,4.01E-06
indore paraspar sahakari,2.801592248,6.398937549,6.70E-06,1.53E-05
shree talaja nagarik sahakari bank,2.795232945,2.1792035,6.68E-06,5.21E-06
jila sahakari kendriya bank maryadit seoni,2.784863577,8.269410017,6.66E-06,1.98E-05
davanagere district central cooperative bank,2.77862668,3.7861355,6.64E-06,9.05E-06
sanmitra urban co operative bank ltd akola,2.73528359,1.4381543,6.54E-06,3.44E-06
the kendrapara urban cooperative bank,2.7247093,2.893242245,6.51E-06,6.91E-06
siddheshwar urban cooperative bank maryadit,2.7230597,7.401461,6.51E-06,1.77E-05
nidhi co operative bank ltd nid,2.7173197,8.6092761,6.49E-06,2.06E-05
sahyog urban coop bank,2.6852258,2.0469266,6.42E-06,4.89E-06
district cooperative central bank vishakhapatnam,2.682340335,2.7687592,6.41E-06,6.62E-06
standard urban coop bank aurangabad,2.6735024,1.1649127,6.39E-06,2.78E-06
navanagara urban coop bank,2.668016268,5.5923002,6.38E-06,1.34E-05
the nilgiris dist central coop,2.662316562,3.800377043,6.36E-06,9.08E-06
warangal urban coop bank,2.66151447,3.561653285,6.36E-06,8.51E-06
the pudukkottai district central coop bank,2.657909529,8.119011572,6.35E-06,1.94E-05
manmandir cooperative bank,2.618766018,4.1067816,6.26E-06,9.81E-06
janata sahakari bank ltd amravati,2.571297055,3.1674027,6.14E-06,7.57E-06
bharat heavy electricals employees coop bank,2.570758968,2.5604895,6.14E-06,6.12E-06
the chikmagalur district central coop bank,2.5675935,3.6874831,6.14E-06,8.81E-06
swarna bharathi sahakara bank niyamita,2.546277749,2.6313851,6.09E-06,6.29E-06
the gandhi coop urban bank,2.528702012,2.67555962,6.04E-06,6.39E-06
sadguru nagrik sah,2.444112958,2.651853873,5.84E-06,6.34E-06
sir m vishweshwaraiah sahakar bank niyamitha,2.4438578,1.3381672,5.84E-06,3.20E-06
the mandvi mercantile coop bank,2.44136632,4.2370641,5.83E-06,1.01E-05
zila sahakari bank ltd jhansi,2.369351987,4.806516584,5.66E-06,1.15E-05
shri shiveshwar nagari sahakari bank,2.345708113,2.1499628,5.61E-06,5.14E-06
the district co op central bank ltd kakinada,2.340970818,2.1946875,5.59E-06,5.24E-06
the chitradurga district cooperative central,2.309597476,3.8078304,5.52E-06,9.10E-06
daivadnya sahakara bank niyamit karnataka,2.300440269,4.503209691,5.50E-06,1.08E-05
nagar sahakari bank ltd maharajganj,2.295733365,1.32328915,5.49E-06,3.16E-06
shree coop bank,2.291504801,6.078097369,5.48E-06,1.45E-05
vakrangee,2.29,2.2616,5.47E-06,5.40E-06
the chopda peoples coop bank ltdchopda,2.287769272,5.1245494,5.47E-06,1.22E-05
sihor nagarik sahakari,2.286436187,4.8392369,5.46E-06,1.16E-05
the halol urban coop bank,2.259512367,2.21562605,5.40E-06,5.29E-06
banda urban coop bank,2.251490064,2.2488088,5.38E-06,5.37E-06
loknete dattaji patil sahakari bank ltd lasalgaon,2.235740404,1.648397986,5.34E-06,3.94E-06
the hanumangarh kendriya sahakari bank,2.217897097,2.352660518,5.30E-06,5.62E-06
balageria central co operative bank,2.211249629,4.7706364,5.28E-06,1.14E-05
janata urban coop bank ltd wai,2.2108646,2.6054185,5.28E-06,6.23E-06
alibag co op urban bank ltd alibag,2.197580507,5.7318294,5.25E-06,1.37E-05
the shedbal urban,2.1963949,0.0131658,5.25E-06,3.15E-08
emirates nbd,2.1953682,1.128957,5.25E-06,2.70E-06
the mahila urban co op bank ltd gondia,2.185448419,1.6916253,5.22E-06,4.04E-06
wardha zilla parishad employees urban coop,2.182772666,0.0823818,5.22E-06,1.97E-07
the talod nagrik sahakari bank ltd talod,2.159965523,1.70041889,5.16E-06,4.06E-06
the utkal cooperative banking society,2.1194817,1.903537238,5.07E-06,4.55E-06
the ojhar merchants coop,2.1060597,2.651137706,5.03E-06,6.34E-06
adv shamraoji shinde satyashodhak sahakar bank,2.0746519,1.29951358,4.96E-06,3.11E-06
the warangal district coop central bank,2.04623245,2.2084513,4.89E-06,5.28E-06
pragati mahila nagrik sahkari,2.043546899,4.589015122,4.88E-06,1.10E-05
the mehsana jilla panchayat karmachari coop,2.025469669,1.1340352,4.84E-06,2.71E-06
the chanasma commercial cooperative bank,2.017089212,1.2749932,4.82E-06,3.05E-06
shree botad mercantile cooperative bank,2.013971223,3.06467155,4.81E-06,7.32E-06
the kalwan merchants co op bank ltd kalwan,2.012271484,6.7019638,4.81E-06,1.60E-05
yadrav cooperative bank,2.0024658,1.5667496,4.79E-06,3.74E-06
the accountant general office employees co op,1.9522399,2.2486192,4.67E-06,5.37E-06
youth development coop bank,1.916978225,1.7904573,4.58E-06,4.28E-06
samarth urban coop bank ltd osmanabad,1.914000675,0.415866,4.57E-06,9.94E-07
the bodeli urban co op bank ltd bodeli,1.8626785,1.0309063,4.45E-06,2.46E-06
jaihind urban coop bank ltd wakad,1.846848668,4.3297839,4.41E-06,1.03E-05
the dhrangadhra peoples cooperative bank,1.83742839,1.699291551,4.39E-06,4.06E-06
a b e coop bank,1.82596445,1.3854213,4.36E-06,3.31E-06
dakshin dinajpur district central,1.79936662,3.006902838,4.30E-06,7.19E-06
the amalner coop urban bank,1.797594669,0.783259557,4.30E-06,1.87E-06
the idar nagarik sahakari bank,1.793974356,7.728127285,4.29E-06,1.85E-05
the azad coop bank ltd gadag,1.7900872,2.3052981,4.28E-06,5.51E-06
sri ganesh co operative bank,1.774325829,26.7565733,4.24E-06,6.39E-05
the jaipur central coop bank,1.770972997,19.05361277,4.23E-06,4.55E-05
the kodoli urban coop bank,1.7612353,0.8770965,4.21E-06,2.10E-06
hamirpur district co operative bank ltd mahoba,1.7447744,2.566993,4.17E-06,6.13E-06
shree basaveshwar urban cooperative bank ltd raneb,1.712155016,2.333458982,4.09E-06,5.58E-06
the sundargarh district central cooperative bank l,1.70650737,10.8646349,4.08E-06,2.60E-05
anandeshwari nagarik sahakari bank maryaditujjain,1.6823859,3.910215753,4.02E-06,9.34E-06
shri baria nagrik sahakari bank,1.6720771,1.2294086,4.00E-06,2.94E-06
yadrav cooperative bank ltdyadrav,1.652139423,2.5460233,3.95E-06,6.08E-06
the cooperative city bank,1.6456454,5.8375944,3.93E-06,1.40E-05
pilibhit district cooperative bank,1.644233518,2.35949374,3.93E-06,5.64E-06
zila sahkari bank ltd mirzapur,1.615257147,1.1129863,3.86E-06,2.66E-06
kadapa dist coop central,1.615108857,1.4582956,3.86E-06,3.49E-06
the sankheda nagarik sahakari bankltd,1.60725929,5.3652139,3.84E-06,1.28E-05
the ghoti merchants co op bank ltdghoti,1.6015595,1.5428039,3.83E-06,3.69E-06
the sevalia urban coop bank,1.5932943,2.3524195,3.81E-06,5.62E-06
parashwanath coop,1.59281677,2.815496059,3.81E-06,6.73E-06
astha mahila nagrik sahakari bank maryadit,1.5896899,2.353904,3.80E-06,5.63E-06
george town cooperative bank,1.58766064,2.503985824,3.79E-06,5.98E-06
the manipur state co operative bank,1.579879121,23.71524944,3.78E-06,5.67E-05
transport coop,1.569199479,1.010005382,3.75E-06,2.41E-06
the vani merchants co op bank ltdvani,1.5530807,1.5355056,3.71E-06,3.67E-06
pryadarshini urban coop bank ltd kalamb,1.552920225,0.6148817,3.71E-06,1.47E-06
the kheda peoples coop bank,1.550373008,2.083252642,3.71E-06,4.98E-06
the berhampore coop central bank,1.5412539,1.0896961,3.68E-06,2.60E-06
the dist coop central bank mahabubnagar,1.5361063,1.364020915,3.67E-06,3.26E-06
jila sahakri kendriya bank maryadit bhind,1.5272281,5.487171848,3.65E-06,1.31E-05
the dharmaj peoples co op bank,1.522754612,1.37602472,3.64E-06,3.29E-06
the vita urban co op bank ltd vita,1.521057446,1.10447505,3.63E-06,2.64E-06
mann deshi mahila sahakari bank ltdmhaswad,1.5140048,0.7182961,3.62E-06,1.72E-06
the malpur nagrik sahakari bank,1.50286107,1.563254,3.59E-06,3.74E-06
jila sahakari kendriya bank maryaditdamoh,1.498288397,4.655834557,3.58E-06,1.11E-05
the ssk co operative bank,1.490251168,1.0805133,3.56E-06,2.58E-06
the kolar and chikballapura dist cooperative centr,1.476021538,9.06869,3.53E-06,2.17E-05
rajmata urban coop bank,1.4325805,5.179688325,3.42E-06,1.24E-05
trivandrum urban,1.4091731,2.0517193,3.37E-06,4.90E-06
jowai cooperative urban bank,1.4071763,1.5956621,3.36E-06,3.81E-06
jila sahakari kendriya bank maryaditjhabua,1.399027717,5.0704978,3.34E-06,1.21E-05
valmiki urban co operative bank ltd pathari,1.380417159,1.1836599,3.30E-06,2.83E-06
the bechraji nagarik sahakari bank,1.3588519,1.7140748,3.25E-06,4.10E-06
the ferozepur central coop bank,1.3558452,1.3765716,3.24E-06,3.29E-06
the urban co op bank ltd rourkela,1.286210647,4.006746018,3.07E-06,9.58E-06
the bhabhar vibhag nagrik sahakari bank,1.27501055,1.3973212,3.05E-06,3.34E-06
padra nagar nagrik sahakari bank ltd padra,1.2569134,0.7926015,3.00E-06,1.89E-06
purulia central cooperative bank,1.2560783,0.8814786,3.00E-06,2.11E-06
rajpipla nagrik sahakari bank ltd rajpipla,1.223420416,1.8962857,2.92E-06,4.53E-06
paul merchants finance private,1.220636104,0.0447374,2.92E-06,1.07E-07
the ganga mercantile urban coop bank,1.209788,3.06201092,2.89E-06,7.32E-06
the vepar udhyog vikas sahakari bank,1.203529985,1.8505808,2.88E-06,4.42E-06
the coimbatore city cooperative bank,1.1869379,0.757191,2.84E-06,1.81E-06
zila sahakari bank ltd lalitpur,1.1857792,0.3325649,2.83E-06,7.95E-07
the adilabad district co operative centralbank,1.1850687,1.2277931,2.83E-06,2.93E-06
the angul united central co operative bank,1.179847133,1.6620247,2.82E-06,3.97E-06
the lasalgaon merchants co op bank ltd lasalgaon,1.1647421,1.3067103,2.78E-06,3.12E-06
the bailhongal urban cooperative bank,1.1484783,3.6279882,2.74E-06,8.67E-06
the bhadran peoples co op bank ltd bhadran,1.13343982,0.8337376,2.71E-06,1.99E-06
the khambhat nagarik sahakari bank,1.133095286,1.385391154,2.71E-06,3.31E-06
the sultans battery coop urban,1.1283805,2.3460934,2.70E-06,5.61E-06
aligarh zila sahakari bank,1.125206405,2.3896339,2.69E-06,5.71E-06
firozabad zila sahakari bank ltd firozabad,1.12307595,0.5611235,2.68E-06,1.34E-06
etawah district co operative bank,1.112638551,3.6290522,2.66E-06,8.67E-06
the gopalganj central co op bank,1.090679944,1.237014,2.61E-06,2.96E-06
the bharatpur central cooperative bank,1.0884748,3.0739857,2.60E-06,7.35E-06
the keonjhar central,1.0873399,1.5843528,2.60E-06,3.79E-06
the satana merchants co op bank ltd satana,1.081925216,1.8390737,2.59E-06,4.39E-06
the town cooperative bank,1.0805962,2.7379859,2.58E-06,6.54E-06
zila sahkari bank shahjahanpur,1.080537882,0.6509123,2.58E-06,1.56E-06
nasik distind mercantile coop,1.063013569,1.353288561,2.54E-06,3.23E-06
the mulgund urban souharda co operative bank,1.043408497,0.601968241,2.49E-06,1.44E-06
gautam sahakari bank ltd gautamnagar,1.0194411,0.9305759,2.44E-06,2.22E-06
the pragati co op bank ltd thara,1.0076399,2.6639589,2.41E-06,6.37E-06
janata coop,0.9986567,0.5111943,2.39E-06,1.22E-06
railway employees cooperative banking society,0.9798807,1.3337483,2.34E-06,3.19E-06
the santrampur urban co op bank ltd santrampur,0.961100847,2.2999084,2.30E-06,5.50E-06
birdeo sahakari bank,0.95952535,1.3588495,2.29E-06,3.25E-06
sree tukaram cooperative bank,0.9448176,1.0563353,2.26E-06,2.52E-06
jhunjhunu kendriya sahakari bank,0.937385967,1.46341337,2.24E-06,3.50E-06
dhakuria co op bank,0.93675664,0.9113449,2.24E-06,2.18E-06
the begusarai central cooperative bank,0.9349918,0.3527572,2.23E-06,8.43E-07
the jamnagar mahila sahakari,0.929463243,1.0016249,2.22E-06,2.39E-06
the district co op central bank ltd vizianagaram,0.9083312,0.2755524,2.17E-06,6.59E-07
jawahar sahakari bank,0.902776028,0.7870731,2.16E-06,1.88E-06
the district co op central bank ltd kurnool,0.900813124,0.281541584,2.15E-06,6.73E-07
up postal primary cooperative bank,0.900745075,0.6038048,2.15E-06,1.44E-06
district cooperative bank ltd barabanki,0.8938001,0.3269085,2.14E-06,7.81E-07
the sangamithra co op urban bank,0.8806036,0.2132896,2.10E-06,5.10E-07
the limdi urban coop bank ltd limdi,0.854647755,0.9775917,2.04E-06,2.34E-06
kota mahila nagrik sahkari bank,0.8531211,4.231683,2.04E-06,1.01E-05
the guntur district coop central bank,0.848130366,0.5744478,2.03E-06,1.37E-06
indira mahilanagari sahakari bank ltd latur,0.8480393,0.9758409,2.03E-06,2.33E-06
mizoram urban cooperative development bank,0.84214,0.2809503,2.01E-06,6.71E-07
the charada nagarik sahakari bank ltd charada,0.8369157,0.4655999,2.00E-06,1.11E-06
laxmi sahakari bank niyamit guledgudd,0.8247451,1.0561496,1.97E-06,2.52E-06
nishigandha sahakri bank ltd pandharpur,0.818767107,0.9859275,1.96E-06,2.36E-06
zila sahakari bank ltd unnao,0.815644249,0.9791306,1.95E-06,2.34E-06
kalol urban coop bank ltd kalol,0.8125609,0.3450296,1.94E-06,8.25E-07
nasik zilha mahila vikas sahkari,0.805799889,2.820663814,1.93E-06,6.74E-06
shri kadasiddeshwar pattan sahakari bank niyamit,0.790495112,0.1908144,1.89E-06,4.56E-07
the prakasam district co operative central bankltd,0.78739025,0.6801604,1.88E-06,1.63E-06
the ode urban co op bank,0.7850561,0.962276542,1.88E-06,2.30E-06
janakalyan urban co operative bank ltd kallam,0.776981175,0.726355,1.86E-06,1.74E-06
bajirao appa sahakari bank ltdankalkhop,0.7632659,0.0429875,1.82E-06,1.03E-07
the revdanda urban cooperative bank ltdrevdanda,0.75985734,1.6619745,1.82E-06,3.97E-06
sri potti sri ramulu nellore dst co op central ban,0.736319184,1.063901,1.76E-06,2.54E-06
the balasore co op urban bank,0.7337838,0.616247837,1.75E-06,1.47E-06
indapur urban coop bank,0.7258982,3.4473022,1.73E-06,8.24E-06
om datta chaitanya sahakri bank ltd wai,0.719407391,0.2595496,1.72E-06,6.20E-07
bhausaheb birajdar nagri sahakari,0.7100197,0.203128,1.70E-06,4.85E-07
maharana pratap cooperative urban bank,0.7034015,1.358226,1.68E-06,3.25E-06
janseva coop bank,0.69093976,3.5081353,1.65E-06,8.38E-06
imperial urban cooperative bank ltd faziabad,0.6876157,0.8629848,1.64E-06,2.06E-06
parner taluka sainik sahakari bank ltd parner,0.6814675,0.7617651,1.63E-06,1.82E-06
sri satya sai nagrik sahakari bank mydl,0.6625146,1.80469796,1.58E-06,4.31E-06
district co operative bank ltd faizabad,0.6613725,0.6166513,1.58E-06,1.47E-06
the anantapur district co operative central bank l,0.656350194,0.5351776,1.57E-06,1.28E-06
cuttack central cooperative bank,0.653471563,2.7106876,1.56E-06,6.48E-06
nagar vikas sahkari bank ltd hardoi,0.646612126,0.8147247,1.55E-06,1.95E-06
astha mahila nagrik sahkari bk,0.62936118,0.8571365,1.50E-06,2.05E-06
the chhapi nagrik sahakri bank,0.6215607,1.669154354,1.49E-06,3.99E-06
shubhlaxmi mahila coop,0.6212626,2.67076931,1.48E-06,6.38E-06
sri kanyakaparameshwari cooperative bank,0.609646557,3.5791474,1.46E-06,8.55E-06
omerga janata sahakari bank ltd omerga,0.5948748,0.8310266,1.42E-06,1.99E-06
amravati zilla mahila sahakari bank,0.5930618,0.5516331,1.42E-06,1.32E-06
the mahendergarh central,0.575832436,1.64637245,1.38E-06,3.93E-06
indira mahila sahakari bank ltd malegaon,0.575487,1.0485922,1.38E-06,2.51E-06
kavita urban coop bank ltd solapur,0.5753521,0.6738875,1.37E-06,1.61E-06
jalore central,0.574752006,1.1284831,1.37E-06,2.70E-06
shri vyankatesh co op bank,0.5742112,0.6882213,1.37E-06,1.64E-06
sehore nagrik sahakari bank ltd sehore,0.5701664,1.57161948,1.36E-06,3.76E-06
gipl slice,0.567960332,0.32511179,1.36E-06,7.77E-07
ujjain parspar sahakari bank,0.563488576,0.6010202,1.35E-06,1.44E-06
the nandura urban cooperative bank,0.55850325,22.83616375,1.33E-06,5.46E-05
the viramgam mercantile coop bank ltd viramgam,0.554801171,1.190429303,1.33E-06,2.84E-06
shri vinayak sahakari bank,0.5502714,0.369946333,1.32E-06,8.84E-07
shree bhailalbhai contractor smarak co op bank,0.54632,0.941988411,1.31E-06,2.25E-06
amica payments services private,0.5456267,0.1418642,1.30E-06,3.39E-07
baran kendriya sahakari bank,0.529501393,1.1838726,1.27E-06,2.83E-06
the mahabaleshwar urban coop bank,0.5216919,0.3715567,1.25E-06,8.88E-07
the coastal urban cooperative bank ltd kollam,0.511642,1.90585,1.22E-06,4.55E-06
the sathamba peoples cooperative bank,0.5103713,0.5993461,1.22E-06,1.43E-06
the wardha dist ashirwad mahila nagari sah,0.504778,0.129808,1.21E-06,3.10E-07
shivneri sahakari bank ltd koregaon,0.5039996,0.155828,1.20E-06,3.72E-07
the kalna town credit co operative,0.502589082,1.5197597,1.20E-06,3.63E-06
the aska co operative central,0.49687786,0.4768202,1.19E-06,1.14E-06
the jawhar urban coop bank,0.4957087,1.1228079,1.18E-06,2.68E-06
laxmi vishnu sahakari bank,0.4949118,0.1371152,1.18E-06,3.28E-07
palamoor coop urban bank,0.487738,0.248399,1.17E-06,5.94E-07
vadnagar nagrik sahakari bank,0.48626435,0.7807537,1.16E-06,1.87E-06
the anantnag central cooperative bank,0.4755807,0.775513231,1.14E-06,1.85E-06
sharmik nagrik sahakari,0.4668477,0.5093973,1.12E-06,1.22E-06
the nalanda central co op bank,0.4642561,0.2531438,1.11E-06,6.05E-07
the raver peoples coop bank ltd raver,0.4631991,0.6205545,1.11E-06,1.48E-06
the mattancherry sarvajanik coop bank,0.4538181,1.9657258,1.08E-06,4.70E-06
the mayani urban co op bank ltd mayani,0.4416028,0.7416213,1.06E-06,1.77E-06
ace coop bank,0.4408254,4.531306292,1.05E-06,1.08E-05
ratanchand shaha sahakari bank ltd mangalwedha,0.4387557,1.7513273,1.05E-06,4.19E-06
kutch mercantile coop bank ltd kutch,0.43629565,0.35302665,1.04E-06,8.44E-07
the gudivada co operative urban bank,0.4355071,0.2624852,1.04E-06,6.27E-07
khalilabad nagar sahkari bank ltd khalilabad,0.422232379,0.559905752,1.01E-06,1.34E-06
the bharatpur urban cooperative bank,0.4202024,1.1431296,1.00E-06,2.73E-06
the nakodar hindu urban coop bank,0.4179572,0.2891326,9.99E-07,6.91E-07
the karjan nagrik sahakari bank ltd karjan,0.417081102,1.0382029,9.97E-07,2.48E-06
birbhum district central cooperative bank,0.40562371,1.8985651,9.69E-07,4.54E-06
sonali bank plc,0.4025007,3.511686956,9.62E-07,8.39E-06
devika urban cooperative bank,0.4017802,1.309162,9.60E-07,3.13E-06
the tirupati co operative,0.3902619,0.6900652,9.33E-07,1.65E-06
navapur mercantile cooperative bank,0.390252487,0.01634,9.33E-07,3.90E-08
jila sahakari kendriya bank maryadit sidhi,0.389688592,35.56346997,9.31E-07,8.50E-05
manwath urban co op bank,0.374728137,0.1220222,8.96E-07,2.92E-07
the lakhwad nagrik sahakari bank,0.3643703,0.3069143,8.71E-07,7.33E-07
the boudh cooperative central bank,0.3569505,0.1035109,8.53E-07,2.47E-07
the bishnupur town,0.333974809,0.7340591,7.98E-07,1.75E-06
jila sahakari kendriya bank mydt satna,0.326524974,8.47979698,7.80E-07,2.03E-05
shree gavisiddheshwar urban cooperative bank,0.3048687,0.0438517,7.29E-07,1.05E-07
womens coop,0.2915131,1.573198244,6.97E-07,3.76E-06
army base ws credit coop primary bank,0.2895826,0.3239694,6.92E-07,7.74E-07
the bankura town cooperative bank,0.287844442,0.1332797,6.88E-07,3.19E-07
shree virpur urban co op bank,0.26648,0.2242193,6.37E-07,5.36E-07
the hindustan shipyard staff co op bank,0.2657684,0,6.35E-07,0
the sangli district primary teachers coop bank l,0.2608789,0.4478293,6.23E-07,1.07E-06
the randheja commercial coop bank,0.2494044,0.2647903,5.96E-07,6.33E-07
budaun zila sahkari bank,0.248146804,0.9059316,5.93E-07,2.16E-06
shajapur nagrik sahakari bank maryadit shajapur,0.244349937,0.246042334,5.84E-07,5.88E-07
the chandgad urban coop bank,0.24134,0.4426777,5.77E-07,1.06E-06
shree savarkundla nagrik sahakari bank,0.23169345,0.6759239,5.54E-07,1.62E-06
the pij peoples coop bank,0.2217767,0.1640374,5.30E-07,3.92E-07
the sinor nagrik sahakari bank ltd sinor,0.221585312,0.5996239,5.30E-07,1.43E-06
mahila co operative nagrik bank ltd bharuch,0.209792995,0.5632388,5.01E-07,1.35E-06
jugalkishor tapdiya shree mahesh urban co op,0.20848571,2.3627112,4.98E-07,5.65E-06
the shihori nagarik sahakari bank,0.1881455,0.8592514,4.50E-07,2.05E-06
tarapur coop urban bank,0.1804394,0.217284,4.31E-07,5.19E-07
the mayubhanj central,0.1727848,0.3821574,4.13E-07,9.13E-07
mahila sahakari bank,0.160031241,0.110627,3.82E-07,2.64E-07
shree laxmi mahila sahakari bank ltd sangli,0.15792135,0.6618871,3.77E-07,1.58E-06
the deccan cooperative urban bank,0.1565751,0.0920489,3.74E-07,2.20E-07
jila sahakari kendriya bank maryadit tikamgarh,0.14987385,0.4621736,3.58E-07,1.10E-06
the bhadgaon peoples coop bank,0.139873,0.3533846,3.34E-07,8.45E-07
krishna pattana sahakar,0.1375,0.0331747,3.29E-07,7.93E-08
transaction analysts india pvt,0.1336801,0.0894231,3.19E-07,2.14E-07
jila sahakari bank maryadit datia,0.125636394,4.2325601,3.00E-07,1.01E-05
kedarnath urban co op bank ltd latur,0.11786,0.4628406,2.82E-07,1.11E-06
the berhampur coop urban bank,0.114385752,0.0171,2.73E-07,4.09E-08
rahimatpur sahakari bank ltd rahimatpur,0.1105658,0.2168071,2.64E-07,5.18E-07
shri veer pulikehi co operative bank,0.109854264,0,2.63E-07,0
ujjain nagarik sahakari bank maryaditujjain,0.1096164,0.7219374,2.62E-07,1.73E-06
vivekanand nagrik sahakari bank maryadit shujalpur,0.1015904,0.1402546,2.43E-07,3.35E-07
urban cooperative bank limited mainpuri,0.0991821,0.3305399,2.37E-07,7.90E-07
lalbaug cooperative bank ltd baroda,0.0980118,0.2331582,2.34E-07,5.57E-07
sadbhav nagarik sahakari bank mydt,0.0950468,0.1446497,2.27E-07,3.46E-07
the muzaffarpur central coop bank,0.094132515,0.0706232,2.25E-07,1.69E-07
shri shivayogi murughendra swami urban coop bank,0.0906716,0.6095457,2.17E-07,1.46E-06
the valsad mahila nagrik sahakari bank,0.07858075,0.589255,1.88E-07,1.41E-06
shree dhandhuka janta sahkari bank,0.0778979,0.136707,1.86E-07,3.27E-07
the tura urban cooperative bank ltd tura meghalaya,0.07716,0.4946282,1.84E-07,1.18E-06
the mandi urban co operative bank ltd mandi,0.0722346,0.3284483,1.73E-07,7.85E-07
the amod nagrik coop bank,0.0721643,0.4653994,1.72E-07,1.11E-06
the mahudha nagarik sahakari bank ltd mahudha,0.06513378,0.26,1.56E-07,6.21E-07
nagrik sahakari bank ltd babra,0.063135,0.0676375,1.51E-07,1.62E-07
the united puri nimapara central co op bank,0.0616411,0.5240076,1.47E-07,1.25E-06
electronic payment services pvt,0.0556159,0.0271756,1.33E-07,6.49E-08
district cooperative bank ltd pratapgarh,0.0473866,0.1498006,1.13E-07,3.58E-07
shree vyas dhanvarsha sahakari bank ltd yaval,0.0391633,0.0395746,9.36E-08,9.46E-08
the manipur womens co operative bank,0.0328998,1.3104609,7.86E-08,3.13E-06
the yashwant coop bank ltd phaltan,0.03219,0.0121456,7.69E-08,2.90E-08
the magadh central cooperative bank ltd gaya,0.030612748,0,7.32E-08,0
idfc first bank ppi,0.03,0,7.17E-08,0
the kalyan cooperative bank,0.0293,0,7.00E-08,0
the ne ec railway employees multi state primary co,0.02773,0.66864,6.63E-08,1.60E-06
arunachal pradesh state cooperative apex bank,0.0255569,9.4441188,6.11E-08,2.26E-05
ratnagiri urban co op bank,0.024302,0.0188777,5.81E-08,4.51E-08
the vaishali district central cooerative bank,0.02352,0.0451047,5.62E-08,1.08E-07
the jambusar peoples coop bank,0.0168077,0.1608129,4.02E-08,3.84E-07
shree lodra nagrik sahakari bank ltd lodra,0.010289,0.2254484,2.46E-08,5.39E-07
